chromosome	start	end	strand	gene_id	gene_id_base	gene_version	gene_name	gene_type	level	hgnc_id	havana_gene	tag
chr1	2319208	2391722	-	ENSG00000116151.16	ENSG00000116151	16	MORN1	protein_coding	1	HGNC:25852	OTTHUMG00000001402.7	overlapping_locus
chr1	2326201	2326693	-	ENSG00000272161.1	ENSG00000272161	1	ENSG00000272161	lncRNA	2		OTTHUMG00000185693.1	overlapping_locus
chr1	2350414	2352820	-	ENSG00000292993.1	ENSG00000292993	1	ENSG00000292993	lncRNA	2			overlaps_pseudogene
chr1	2351644	2351857	-	ENSG00000269896.3	ENSG00000269896	3	ENSG00000269896	transcribed_processed_pseudogene	1		OTTHUMG00000057495.3	pseudo_consens,overlapping_locus
chr1	2363061	2363628	-	ENSG00000272420.1	ENSG00000272420	1	ENSG00000272420	lncRNA	2		OTTHUMG00000185694.1	overlapping_locus
chr1	2385375	2388508	+	ENSG00000295371.1	ENSG00000295371	1	ENSG00000295371	lncRNA	2			
chr1	2390670	2405444	+	ENSG00000157916.22	ENSG00000157916	22	RER1	protein_coding	2	HGNC:30309	OTTHUMG00000001403.6	
chr1	2403784	2413797	-	ENSG00000157911.13	ENSG00000157911	13	PEX10	protein_coding	1	HGNC:8851	OTTHUMG00000001637.9	
chr1	2425980	2505807	+	ENSG00000149527.19	ENSG00000149527	19	PLCH2	protein_coding	2	HGNC:29037	OTTHUMG00000000719.6	
chr1	2492300	2493258	-	ENSG00000224387.1	ENSG00000224387	1	ENSG00000224387	lncRNA	1		OTTHUMG00000000720.1	
chr1	2493437	2494479	-	ENSG00000229393.1	ENSG00000229393	1	ENSG00000229393	lncRNA	1		OTTHUMG00000000721.1	
chr1	2508531	2526617	-	ENSG00000157881.18	ENSG00000157881	18	PANK4	protein_coding	2	HGNC:19366	OTTHUMG00000000791.7	
chr1	2528745	2530271	-	ENSG00000197921.7	ENSG00000197921	7	HES5	protein_coding	2	HGNC:19764	OTTHUMG00000000793.2	
chr1	2530064	2547878	+	ENSG00000272449.4	ENSG00000272449	4	ENSG00000272449	lncRNA	2		OTTHUMG00000185639.2	
chr1	2540861	2557059	-	ENSG00000238164.7	ENSG00000238164	7	TNFRSF14-AS1	lncRNA	2	HGNC:26966	OTTHUMG00000000818.3	
chr1	2550557	2552503	+	ENSG00000307979.1	ENSG00000307979	1	ENSG00000307979	lncRNA	2			
chr1	2554244	2565382	+	ENSG00000157873.20	ENSG00000157873	20	TNFRSF14	protein_coding	2	HGNC:11912	OTTHUMG00000000792.18	
chr1	2566410	2569888	+	ENSG00000225931.3	ENSG00000225931	3	ENSG00000225931	TEC	2		OTTHUMG00000158429.2	
chr1	2576210	2580567	-	ENSG00000307958.1	ENSG00000307958	1	ENSG00000307958	lncRNA	2			
chr1	2577043	2584553	+	ENSG00000228037.2	ENSG00000228037	2	ENSG00000228037	lncRNA	1		OTTHUMG00000000819.1	
chr1	2585590	2586283	+	ENSG00000289610.3	ENSG00000289610	3	ENSG00000289610	lncRNA	2			
chr1	2586491	2591470	+	ENSG00000157870.19	ENSG00000157870	19	PRXL2B	protein_coding	2	HGNC:28390	OTTHUMG00000000847.6	
chr1	2590639	2633019	-	ENSG00000142606.17	ENSG00000142606	17	MMEL1	protein_coding	2	HGNC:14668	OTTHUMG00000000846.5	
chr1	2628688	2636624	+	ENSG00000237058.2	ENSG00000237058	2	MMEL1-AS1	lncRNA	1	HGNC:40695	OTTHUMG00000039631.1	
chr1	2636986	2801693	-	ENSG00000215912.13	ENSG00000215912	13	TTC34	protein_coding	2	HGNC:34297	OTTHUMG00000000539.10	
chr1	2768091	2784733	+	ENSG00000285945.1	ENSG00000285945	1	ENSG00000285945	lncRNA	2		OTTHUMG00000192792.2	overlapping_locus
chr1	2773603	2776473	+	ENSG00000283259.1	ENSG00000283259	1	ENSG00000283259	lncRNA	2		OTTHUMG00000191647.1	
chr1	2811850	2812692	-	ENSG00000233234.1	ENSG00000233234	1	ENSG00000233234	lncRNA	1		OTTHUMG00000000564.1	
chr1	2814020	2817789	+	ENSG00000287396.2	ENSG00000287396	2	ENSG00000287396	lncRNA	2		OTTHUMG00000194322.1	
chr1	2814432	2814998	-	ENSG00000231630.1	ENSG00000231630	1	ENSG00000231630	lncRNA	2		OTTHUMG00000000565.1	
chr1	2822159	2823360	+	ENSG00000302855.1	ENSG00000302855	1	ENSG00000302855	lncRNA	2			
chr1	2855194	2855996	-	ENSG00000295089.1	ENSG00000295089	1	ENSG00000295089	lncRNA	2			
chr1	2873653	2875675	-	ENSG00000300015.1	ENSG00000300015	1	ENSG00000300015	lncRNA	2			
chr1	2960355	2968707	-	ENSG00000284745.2	ENSG00000284745	2	ENSG00000284745	lncRNA	2		OTTHUMG00000192279.1	
chr1	3021467	3022903	+	ENSG00000169717.7	ENSG00000169717	7	ACTRT2	protein_coding	2	HGNC:24026	OTTHUMG00000000562.2	retrogene
chr1	3059564	3070251	-	ENSG00000177133.15	ENSG00000177133	15	PRDM16-DT	lncRNA	2	HGNC:48664	OTTHUMG00000000563.4	
chr1	3069003	3438621	+	ENSG00000142611.18	ENSG00000142611	18	PRDM16	protein_coding	1	HGNC:14000	OTTHUMG00000000581.10	ncRNA_host,overlapping_locus
chr1	3127975	3128035	+	ENSG00000283572.1	ENSG00000283572	1	MIR4251	miRNA	3	HGNC:38370		
chr1	3132927	3133709	-	ENSG00000226286.1	ENSG00000226286	1	ENSG00000226286	lncRNA	2		OTTHUMG00000000624.1	
chr1	3161276	3167152	-	ENSG00000306427.1	ENSG00000306427	1	ENSG00000306427	lncRNA	2			
chr1	3205988	3208664	+	ENSG00000279839.1	ENSG00000279839	1	ENSG00000279839	TEC	2		OTTHUMG00000185775.1	overlapping_locus
chr1	3211011	3213146	-	ENSG00000306439.1	ENSG00000306439	1	ENSG00000306439	lncRNA	2			
chr1	3306636	3310096	-	ENSG00000272235.1	ENSG00000272235	1	ENSG00000272235	lncRNA	2		OTTHUMG00000185641.1	
chr1	3312741	3323149	-	ENSG00000287828.2	ENSG00000287828	2	ENSG00000287828	lncRNA	2		OTTHUMG00000195724.1	
chr1	3367815	3373928	-	ENSG00000286518.1	ENSG00000286518	1	ENSG00000286518	lncRNA	2		OTTHUMG00000195708.1	
chr1	3439154	3441727	-	ENSG00000295754.1	ENSG00000295754	1	ENSG00000295754	lncRNA	2			
chr1	3453403	3454339	-	ENSG00000297626.1	ENSG00000297626	1	ENSG00000297626	lncRNA	2			
chr1	3454550	3485968	+	ENSG00000130762.17	ENSG00000130762	17	ARHGEF16	protein_coding	2	HGNC:15515	OTTHUMG00000000625.5	
chr1	3487246	3487627	+	ENSG00000272088.1	ENSG00000272088	1	ENSG00000272088	lncRNA	2		OTTHUMG00000185642.1	
chr1	3487942	3611543	-	ENSG00000162591.19	ENSG00000162591	19	MEGF6	protein_coding	2	HGNC:3232	OTTHUMG00000000611.8	ncRNA_host
chr1	3560695	3560790	-	ENSG00000207776.1	ENSG00000207776	1	MIR551A	miRNA	3	HGNC:32806		
chr1	3619643	3622906	+	ENSG00000309127.1	ENSG00000309127	1	ENSG00000309127	lncRNA	2			
chr1	3620739	3624787	-	ENSG00000238260.4	ENSG00000238260	4	ENSG00000238260	lncRNA	2		OTTHUMG00000000613.1	
chr1	3624979	3630131	+	ENSG00000158109.17	ENSG00000158109	17	TPRG1L	protein_coding	2	HGNC:27007	OTTHUMG00000000609.2	
chr1	3630767	3652761	-	ENSG00000116213.18	ENSG00000116213	18	WRAP73	protein_coding	1	HGNC:12759	OTTHUMG00000000612.6	
chr1	3652307	3736201	+	ENSG00000078900.18	ENSG00000078900	18	TP73	protein_coding	1	HGNC:12003	OTTHUMG00000000610.7	
chr1	3658938	3668772	-	ENSG00000227589.1	ENSG00000227589	1	TP73-AS3	lncRNA	1	HGNC:40590	OTTHUMG00000041605.1	
chr1	3712200	3714298	-	ENSG00000235131.1	ENSG00000235131	1	TP73-AS2	lncRNA	2	HGNC:40591	OTTHUMG00000003412.1	
chr1	3735511	3747373	-	ENSG00000293478.2	ENSG00000293478	2	GFOD3P	lncRNA	2	HGNC:29052		overlaps_pseudogene
chr1	3736943	3737103	+	ENSG00000276189.1	ENSG00000276189	1	ENSG00000276189	misc_RNA	3			
chr1	3738434	3746742	-	ENSG00000227372.13	ENSG00000227372	13	GFOD3P	transcribed_unitary_pseudogene	2	HGNC:29052	OTTHUMG00000003414.6	
chr1	3746460	3771645	+	ENSG00000162592.11	ENSG00000162592	11	CCDC27	protein_coding	2	HGNC:26546	OTTHUMG00000003504.5	
chr1	3750341	3752342	-	ENSG00000296834.1	ENSG00000296834	1	ENSG00000296834	lncRNA	2			
chr1	3772648	3782178	+	ENSG00000235169.13	ENSG00000235169	13	SMIM1	protein_coding	1	HGNC:44204	OTTHUMG00000003505.7	
chr1	3778559	3796517	-	ENSG00000130764.12	ENSG00000130764	12	LRRC47	protein_coding	2	HGNC:29207	OTTHUMG00000003506.4	
chr1	3782815	3783111	+	ENSG00000266075.2	ENSG00000266075	2	RN7SL574P	misc_RNA	3	HGNC:46590		
chr1	3785008	3785538	+	ENSG00000272153.1	ENSG00000272153	1	ENSG00000272153	lncRNA	2		OTTHUMG00000185643.1	
chr1	3812086	3857723	-	ENSG00000116198.16	ENSG00000116198	16	CEP104	protein_coding	2	HGNC:24866	OTTHUMG00000003507.6	
chr1	3857242	3885491	+	ENSG00000169598.19	ENSG00000169598	19	DFFB	protein_coding	2	HGNC:2773	OTTHUMG00000003525.6	
chr1	3889125	3900297	-	ENSG00000198912.13	ENSG00000198912	13	C1orf174	protein_coding	2	HGNC:27915	OTTHUMG00000003739.2	
chr1	3900187	3917547	+	ENSG00000236423.9	ENSG00000236423	9	LINC01134	lncRNA	2	HGNC:49449	OTTHUMG00000041129.3	
chr1	3940486	3955262	+	ENSG00000233304.8	ENSG00000233304	8	LINC01346	lncRNA	2	HGNC:50563	OTTHUMG00000000499.5	
chr1	3944547	3949024	-	ENSG00000226374.4	ENSG00000226374	4	LINC01345	lncRNA	1	HGNC:50564	OTTHUMG00000000731.4	
chr1	3976133	4093062	+	ENSG00000284668.3	ENSG00000284668	3	LINC02780	lncRNA	2	HGNC:54300	OTTHUMG00000192281.2	
chr1	4012921	4019843	-	ENSG00000284703.2	ENSG00000284703	2	ENSG00000284703	lncRNA	2		OTTHUMG00000192282.1	
chr1	4043675	4046929	-	ENSG00000296871.1	ENSG00000296871	1	ENSG00000296871	lncRNA	2			
chr1	4108078	4108993	-	ENSG00000308587.1	ENSG00000308587	1	ENSG00000308587	lncRNA	2			
chr1	4175528	4175899	-	ENSG00000229280.1	ENSG00000229280	1	EEF1DP6	processed_pseudogene	1	HGNC:51456	OTTHUMG00000000732.1	pseudo_consens
chr1	4224706	4228239	-	ENSG00000301255.1	ENSG00000301255	1	ENSG00000301255	lncRNA	2			
chr1	4267345	4269793	-	ENSG00000299169.1	ENSG00000299169	1	ENSG00000299169	lncRNA	2			
chr1	4317882	4319668	-	ENSG00000302287.1	ENSG00000302287	1	ENSG00000302287	lncRNA	2			
chr1	4412027	4424689	+	ENSG00000235054.5	ENSG00000235054	5	LINC01777	lncRNA	2	HGNC:52567	OTTHUMG00000000733.13	
chr1	4460526	4463221	-	ENSG00000306535.1	ENSG00000306535	1	ENSG00000306535	lncRNA	2			
chr1	4479131	4484375	-	ENSG00000284694.1	ENSG00000284694	1	ENSG00000284694	lncRNA	2		OTTHUMG00000192283.1	
chr1	4495360	4497501	-	ENSG00000299517.1	ENSG00000299517	1	ENSG00000299517	lncRNA	2			
chr1	4551735	4552145	-	ENSG00000227169.2	ENSG00000227169	2	ENSG00000227169	lncRNA	2		OTTHUMG00000000646.2	
chr1	4555871	4556410	-	ENSG00000295490.1	ENSG00000295490	1	ENSG00000295490	lncRNA	2			
chr1	4571481	4594016	+	ENSG00000232596.3	ENSG00000232596	3	LINC01646	lncRNA	2	HGNC:52433	OTTHUMG00000000647.7	
chr1	4603690	4622259	+	ENSG00000300565.1	ENSG00000300565	1	ENSG00000300565	lncRNA	2			
chr1	4627314	4634700	-	ENSG00000303830.1	ENSG00000303830	1	ENSG00000303830	lncRNA	2			
chr1	4654589	4792534	+	ENSG00000196581.13	ENSG00000196581	13	AJAP1	protein_coding	2	HGNC:30801	OTTHUMG00000000645.7	
chr1	4730211	4734992	-	ENSG00000287586.1	ENSG00000287586	1	ENSG00000287586	lncRNA	2		OTTHUMG00000195722.1	
chr1	4957519	4973298	-	ENSG00000284739.2	ENSG00000284739	2	ENSG00000284739	lncRNA	2		OTTHUMG00000192284.1	
chr1	4973381	4981568	+	ENSG00000284674.1	ENSG00000284674	1	LINC02781	lncRNA	2	HGNC:54301	OTTHUMG00000192285.1	
chr1	4992579	4998772	-	ENSG00000309102.1	ENSG00000309102	1	ENSG00000309102	lncRNA	2			
chr1	4997979	5004012	+	ENSG00000309111.1	ENSG00000309111	1	ENSG00000309111	lncRNA	2			
chr1	5086459	5090899	-	ENSG00000231510.1	ENSG00000231510	1	LINC02782	lncRNA	1	HGNC:54302	OTTHUMG00000041729.1	
chr1	5155566	5161643	-	ENSG00000296716.1	ENSG00000296716	1	ENSG00000296716	lncRNA	2			
chr1	5220546	5225258	-	ENSG00000302269.1	ENSG00000302269	1	ENSG00000302269	lncRNA	2			
chr1	5292485	5295192	-	ENSG00000306645.1	ENSG00000306645	1	ENSG00000306645	lncRNA	2			
chr1	5301928	5307394	-	ENSG00000284616.1	ENSG00000284616	1	ENSG00000284616	lncRNA	2		OTTHUMG00000192286.1	
chr1	5426089	5430776	-	ENSG00000302445.1	ENSG00000302445	1	ENSG00000302445	lncRNA	2			
chr1	5430322	5433023	+	ENSG00000302452.1	ENSG00000302452	1	ENSG00000302452	lncRNA	2			
chr1	5448819	5455118	-	ENSG00000295735.1	ENSG00000295735	1	ENSG00000295735	lncRNA	2			
chr1	5478736	5493057	-	ENSG00000284692.3	ENSG00000284692	3	ENSG00000284692	lncRNA	2		OTTHUMG00000192287.2	
chr1	5480787	5482028	-	ENSG00000284666.1	ENSG00000284666	1	ENSG00000284666	lncRNA	2		OTTHUMG00000192288.1	
chr1	5492978	5494674	+	ENSG00000260972.1	ENSG00000260972	1	ENSG00000260972	lncRNA	2		OTTHUMG00000175733.1	
chr1	5502638	5503846	-	ENSG00000299325.1	ENSG00000299325	1	ENSG00000299325	lncRNA	2			
chr1	5554747	5554881	+	ENSG00000283356.1	ENSG00000283356	1	ENSG00000283356	unprocessed_pseudogene	2		OTTHUMG00000191793.1	
chr1	5561708	5771608	-	ENSG00000289893.2	ENSG00000289893	2	ENSG00000289893	lncRNA	2			
chr1	5564071	5564143	+	ENSG00000264341.1	ENSG00000264341	1	ENSG00000264341	miRNA	3			
chr1	5597389	5614160	+	ENSG00000295108.1	ENSG00000295108	1	ENSG00000295108	lncRNA	2			
chr1	5706880	5709714	-	ENSG00000295122.1	ENSG00000295122	1	ENSG00000295122	lncRNA	2			
chr1	5834386	5838310	+	ENSG00000298180.1	ENSG00000298180	1	ENSG00000298180	lncRNA	2			
chr1	5862672	5862741	-	ENSG00000264101.1	ENSG00000264101	1	MIR4689	miRNA	3	HGNC:41895		
chr1	5862804	5993455	-	ENSG00000131697.20	ENSG00000131697	20	NPHP4	protein_coding	2	HGNC:19104	OTTHUMG00000000701.7	
chr1	5897461	5902448	+	ENSG00000299539.1	ENSG00000299539	1	ENSG00000299539	lncRNA	2			
chr1	5990927	6101193	+	ENSG00000069424.17	ENSG00000069424	17	KCNAB2	protein_coding	2	HGNC:6229	OTTHUMG00000000795.17	
chr1	6101787	6180356	-	ENSG00000116254.19	ENSG00000116254	19	CHD5	protein_coding	2	HGNC:16816	OTTHUMG00000000952.7	
chr1	6159430	6197757	-	ENSG00000285629.1	ENSG00000285629	1	ENSG00000285629	protein_coding	2		OTTHUMG00000000953.6	overlapping_locus,readthrough_gene
chr1	6185020	6209389	-	ENSG00000116251.13	ENSG00000116251	13	RPL22	protein_coding	1	HGNC:10315	OTTHUMG00000193375.2	overlapping_locus
chr1	6204835	6206041	-	ENSG00000226944.2	ENSG00000226944	2	RNF207-AS1	lncRNA	2	HGNC:41286	OTTHUMG00000041452.1	overlapping_locus
chr1	6205392	6224634	+	ENSG00000158286.15	ENSG00000158286	15	RNF207	protein_coding	2	HGNC:32947	OTTHUMG00000001089.5	
chr1	6221193	6235997	-	ENSG00000116237.18	ENSG00000116237	18	ICMT	protein_coding	2	HGNC:5350	OTTHUMG00000001254.3	
chr1	6234692	6239448	+	ENSG00000225077.4	ENSG00000225077	4	ICMT-DT	lncRNA	2	HGNC:28620	OTTHUMG00000001255.5	
chr1	6241481	6246656	+	ENSG00000173673.10	ENSG00000173673	10	HES3	protein_coding	2	HGNC:26226	OTTHUMG00000001271.4	
chr1	6247347	6261104	-	ENSG00000158292.9	ENSG00000158292	9	GPR153	protein_coding	2	HGNC:23618	OTTHUMG00000001272.3	
chr1	6264268	6393789	-	ENSG00000097021.23	ENSG00000097021	23	ACOT7	protein_coding	2	HGNC:24157	OTTHUMG00000001295.8	
chr1	6393555	6394391	+	ENSG00000271746.1	ENSG00000271746	1	ENSG00000271746	lncRNA	2		OTTHUMG00000185645.1	
chr1	6412418	6424690	-	ENSG00000069812.13	ENSG00000069812	13	HES2	protein_coding	2	HGNC:16005	OTTHUMG00000000752.2	
chr1	6424770	6461367	+	ENSG00000187017.19	ENSG00000187017	19	ESPN	protein_coding	2	HGNC:13281	OTTHUMG00000000753.11	
chr1	6429834	6429896	-	ENSG00000265392.1	ENSG00000265392	1	MIR4252	miRNA	3	HGNC:38384		
chr1	6443034	6447006	-	ENSG00000231868.1	ENSG00000231868	1	ENSG00000231868	lncRNA	2		OTTHUMG00000000769.1	
chr1	6460786	6466190	-	ENSG00000215788.13	ENSG00000215788	13	TNFRSF25	protein_coding	2	HGNC:11910	OTTHUMG00000000831.9	overlapping_locus
chr1	6467122	6520074	-	ENSG00000171680.25	ENSG00000171680	25	PLEKHG5	protein_coding	2	HGNC:29105	OTTHUMG00000000905.5	overlapping_locus
chr1	6485037	6487704	+	ENSG00000297749.1	ENSG00000297749	1	ENSG00000297749	lncRNA	2			
chr1	6490640	6494731	+	ENSG00000299237.1	ENSG00000299237	1	ENSG00000299237	lncRNA	2			
chr1	6490905	6493396	+	ENSG00000299253.1	ENSG00000299253	1	ENSG00000299253	lncRNA	2			
chr1	6521347	6554536	-	ENSG00000162408.13	ENSG00000162408	13	NOL9	protein_coding	2	HGNC:26265	OTTHUMG00000000904.2	
chr1	6540854	6540964	+	ENSG00000253022.1	ENSG00000253022	1	RNU6-731P	snRNA	3	HGNC:47694		
chr1	6547905	6548619	+	ENSG00000229519.2	ENSG00000229519	2	ENSG00000229519	processed_pseudogene	1		OTTHUMG00000001442.3	pseudo_consens
chr1	6555303	6579755	+	ENSG00000173662.22	ENSG00000173662	22	TAS1R1	protein_coding	1	HGNC:14448	OTTHUMG00000001441.4	
chr1	6579994	6589290	+	ENSG00000204859.15	ENSG00000204859	15	ZBTB48	protein_coding	2	HGNC:4930	OTTHUMG00000001438.5	
chr1	6590724	6614607	-	ENSG00000162413.18	ENSG00000162413	18	KLHL21	protein_coding	1	HGNC:29041	OTTHUMG00000001437.3	
chr1	6598943	6600379	+	ENSG00000295286.1	ENSG00000295286	1	ENSG00000295286	lncRNA	2			
chr1	6612997	6613159	-	ENSG00000304810.1	ENSG00000304810	1	ENSG00000304810	lncRNA	2			
chr1	6613723	6624030	+	ENSG00000116273.8	ENSG00000116273	8	PHF13	protein_coding	2	HGNC:22983	OTTHUMG00000001439.2	
chr1	6624845	6635612	+	ENSG00000041988.18	ENSG00000041988	18	THAP3	protein_coding	2	HGNC:20855	OTTHUMG00000001440.3	
chr1	6634167	6701924	-	ENSG00000007923.19	ENSG00000007923	19	DNAJC11	protein_coding	2	HGNC:25570	OTTHUMG00000001443.6	
chr1	6724626	6730012	+	ENSG00000228750.8	ENSG00000228750	8	LINC01672	lncRNA	2	HGNC:52460	OTTHUMG00000001785.5	
chr1	6767954	6770038	+	ENSG00000284744.1	ENSG00000284744	1	ENSG00000284744	lncRNA	2		OTTHUMG00000192289.1	
chr1	6783892	6784843	-	ENSG00000237436.2	ENSG00000237436	2	CAMTA1-DT	lncRNA	2	HGNC:53020	OTTHUMG00000001213.1	
chr1	6785432	7769706	+	ENSG00000171735.22	ENSG00000171735	22	CAMTA1	protein_coding	1	HGNC:18806	OTTHUMG00000001212.7	ncRNA_host,overlapping_locus
chr1	6834333	6834618	-	ENSG00000227950.1	ENSG00000227950	1	ENSG00000227950	processed_pseudogene	1		OTTHUMG00000001214.1	pseudo_consens
chr1	7008376	7014279	-	ENSG00000237365.1	ENSG00000237365	1	CAMTA1-AS3	lncRNA	2	HGNC:40854	OTTHUMG00000001215.2	
chr1	7219360	7219524	+	ENSG00000207056.1	ENSG00000207056	1	RNU1-8P	snRNA	3	HGNC:48307		
chr1	7237660	7240057	-	ENSG00000310450.1	ENSG00000310450	1	ENSG00000310450	lncRNA	2			
chr1	7312886	7370277	+	ENSG00000237402.2	ENSG00000237402	2	CAMTA1-IT1	lncRNA	1	HGNC:41446	OTTHUMG00000001217.1	overlapping_locus
chr1	7379384	7389915	-	ENSG00000237728.3	ENSG00000237728	3	CAMTA1-AS2	lncRNA	1	HGNC:40855	OTTHUMG00000001219.2	
chr1	7390031	7411735	+	ENSG00000294314.1	ENSG00000294314	1	ENSG00000294314	lncRNA	2			overlapping_locus
chr1	7440491	7441612	-	ENSG00000225126.2	ENSG00000225126	2	CAMTA1-AS1	lncRNA	2	HGNC:40856	OTTHUMG00000001220.1	
chr1	7507509	7509131	-	ENSG00000298973.1	ENSG00000298973	1	ENSG00000298973	lncRNA	2			
chr1	7557505	7558106	-	ENSG00000306883.1	ENSG00000306883	1	ENSG00000306883	lncRNA	2			
chr1	7583643	7588823	+	ENSG00000302704.1	ENSG00000302704	1	ENSG00000302704	lncRNA	2			overlapping_locus
chr1	7693124	7694844	-	ENSG00000270171.1	ENSG00000270171	1	ENSG00000270171	lncRNA	2		OTTHUMG00000183917.1	
chr1	7698303	7698872	-	ENSG00000270035.1	ENSG00000270035	1	ENSG00000270035	lncRNA	2		OTTHUMG00000183918.1	
chr1	7700704	7702528	-	ENSG00000269978.2	ENSG00000269978	2	ENSG00000269978	lncRNA	2		OTTHUMG00000183919.1	
chr1	7769955	7771187	-	ENSG00000300603.1	ENSG00000300603	1	ENSG00000300603	lncRNA	2			
chr1	7771264	7781447	+	ENSG00000049245.14	ENSG00000049245	14	VAMP3	protein_coding	1	HGNC:12644	OTTHUMG00000001225.4	overlapping_locus
chr1	7776383	7776775	+	ENSG00000269925.1	ENSG00000269925	1	ENSG00000269925	lncRNA	2		OTTHUMG00000183953.1	overlapping_locus
chr1	7784183	7845181	+	ENSG00000049246.17	ENSG00000049246	17	PER3	protein_coding	1	HGNC:8847	OTTHUMG00000001216.3	
chr1	7788351	7827342	-	ENSG00000236266.2	ENSG00000236266	2	ENSG00000236266	lncRNA	1		OTTHUMG00000001211.1	
chr1	7843008	7853512	-	ENSG00000049247.15	ENSG00000049247	15	UTS2	protein_coding	2	HGNC:12636	OTTHUMG00000001218.3	
chr1	7856311	7913257	-	ENSG00000302605.1	ENSG00000302605	1	ENSG00000302605	lncRNA	2			
chr1	7915871	7943165	-	ENSG00000049249.11	ENSG00000049249	11	TNFRSF9	protein_coding	1	HGNC:11924	OTTHUMG00000001223.5	
chr1	7942372	7942726	+	ENSG00000270330.1	ENSG00000270330	1	ENSG00000270330	processed_pseudogene	1		OTTHUMG00000184257.1	pseudo_consens
chr1	7952654	7985991	+	ENSG00000116288.15	ENSG00000116288	15	PARK7	protein_coding	1	HGNC:16369	OTTHUMG00000001210.4	
chr1	7960536	7961526	-	ENSG00000299004.1	ENSG00000299004	1	ENSG00000299004	lncRNA	2			
chr1	7982881	7982983	-	ENSG00000200344.1	ENSG00000200344	1	Y_RNA	misc_RNA	3			
chr1	7991134	8005312	+	ENSG00000284747.1	ENSG00000284747	1	ENSG00000284747	lncRNA	2		OTTHUMG00000192291.2	
chr1	7998187	7999934	-	ENSG00000284716.1	ENSG00000284716	1	ENSG00000284716	lncRNA	2		OTTHUMG00000192290.1	
chr1	8003196	8026318	-	ENSG00000116285.15	ENSG00000116285	15	ERRFI1	protein_coding	1	HGNC:18185	OTTHUMG00000001221.4	
chr1	8026413	8187014	+	ENSG00000238290.2	ENSG00000238290	2	ERRFI1-DT	lncRNA	2	HGNC:55646	OTTHUMG00000001766.1	overlapping_locus
chr1	8057245	8058463	-	ENSG00000232848.1	ENSG00000232848	1	RPL7AP18	processed_pseudogene	1	HGNC:35613	OTTHUMG00000001224.1	pseudo_consens
chr1	8093486	8113404	-	ENSG00000301325.1	ENSG00000301325	1	ENSG00000301325	lncRNA	2			
chr1	8158695	8215242	+	ENSG00000227634.4	ENSG00000227634	4	LINC01714	lncRNA	1	HGNC:52501	OTTHUMG00000001769.3	overlapping_locus
chr1	8189824	8192770	+	ENSG00000229305.1	ENSG00000229305	1	EIF2S3P1	processed_pseudogene	1	HGNC:58486	OTTHUMG00000001767.1	pseudo_consens
chr1	8197389	8203165	-	ENSG00000301344.1	ENSG00000301344	1	ENSG00000301344	lncRNA	2			
chr1	8206434	8206597	-	ENSG00000200975.1	ENSG00000200975	1	RNU1-7P	snRNA	3	HGNC:48306		
chr1	8218190	8220529	-	ENSG00000233645.1	ENSG00000233645	1	ENSG00000233645	lncRNA	2		OTTHUMG00000001770.1	
chr1	8240001	8249009	+	ENSG00000298156.1	ENSG00000298156	1	ENSG00000298156	lncRNA	2			
chr1	8256341	8260244	-	ENSG00000301025.1	ENSG00000301025	1	ENSG00000301025	lncRNA	2			
chr1	8257357	8295010	+	ENSG00000301006.1	ENSG00000301006	1	LINC03154	lncRNA	2	HGNC:58485		
chr1	8292157	8292263	-	ENSG00000251977.1	ENSG00000251977	1	RNU6-991P	snRNA	3	HGNC:47954		
chr1	8318081	8344296	+	ENSG00000162426.18	ENSG00000162426	18	SLC45A1	protein_coding	2	HGNC:17939	OTTHUMG00000000503.6	ncRNA_host
chr1	8328067	8328179	+	ENSG00000252254.1	ENSG00000252254	1	Y_RNA	misc_RNA	3			
chr1	8352397	8848921	-	ENSG00000142599.22	ENSG00000142599	22	RERE	protein_coding	1	HGNC:9965	OTTHUMG00000001765.9	ncRNA_host,overlapping_locus
chr1	8424645	8435013	+	ENSG00000232912.6	ENSG00000232912	6	RERE-AS1	lncRNA	1	HGNC:40501	OTTHUMG00000001772.2	
chr1	8511795	8511919	-	ENSG00000221083.1	ENSG00000221083	1	ENSG00000221083	snoRNA	3			
chr1	8512653	8513021	+	ENSG00000270282.1	ENSG00000270282	1	ENSG00000270282	processed_pseudogene	1		OTTHUMG00000184266.1	pseudo_consens
chr1	8750430	8751087	+	ENSG00000234619.1	ENSG00000234619	1	RPL7P11	processed_pseudogene	1	HGNC:35667	OTTHUMG00000001774.1	pseudo_consens
chr1	8786211	8786913	-	ENSG00000224315.2	ENSG00000224315	2	RPL7P7	processed_pseudogene	1	HGNC:36895	OTTHUMG00000001775.2	pseudo_consens,overlapping_locus
chr1	8789577	8790281	+	ENSG00000303676.1	ENSG00000303676	1	ENSG00000303676	lncRNA	2			
chr1	8796571	8796673	-	ENSG00000222511.2	ENSG00000222511	2	Y_RNA	misc_RNA	3			
chr1	8798475	8799506	+	ENSG00000226545.1	ENSG00000226545	1	ENSG00000226545	unprocessed_pseudogene	1		OTTHUMG00000001776.2	pseudo_consens
chr1	8805860	8807051	-	ENSG00000228423.2	ENSG00000228423	2	ENSG00000228423	lncRNA	2		OTTHUMG00000001777.2	overlapping_locus
